MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
IGARAPAVA,3520103,352010,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - IGARAPAVA,"R. CEL. FRANCISCO MARTINS, 769",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3172-1611,-20.035.523.814.785.700,-4.774.991.023.622.320,-2.003.552,-4.774.991,1,1,1,0,1,0
IGARATA,3520202,352020,GVE 27 SAO JOSE DOS CAMPOS,UNIDADE MISTA DE SAUDE ANTONIA RAMOS PRIANTI,"Av. Benedito Rodrigues de Freitas, 300 - Centro, Igaratá - SP, 12350-000",0,,1,(11) 4610-0468,-23.206.442.923.114.500,-4.615.520.865.205.800,-2.320.644,-4.615.520,0,0,0,0,0,0
IGUAPE,3520301,352030,GVE 23 REGISTRO,UNIDADE MISTA - IGUAPE,"RUA DOS ESTUDANTES, 40 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3841-3366,-24.711.215.211.486.500,-4.755.927.379.671.230,-2.471.121,-4.755.927,1,1,0,0,1,0
ILHA COMPRIDA,3520426,352042,GVE 23 REGISTRO,PRONTO ATENDIMENTO VALDIR M SAMPAIO,"RUA BOM JESUS DE IGUAPE, S/N - SAMBURA",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3842-1629,-24.736.517.903.539.200,-47.550.805.583.876.400,-2.473.651,-4.755.080,1,1,0,0,1,0
ILHA SOLTEIRA,3520442,352044,GVE 11 ARACATUBA,ASSOCIAÇÃO HOSPITALAR DE ILHA SOLTEIRA,"ALAMEDA BAHIA, 618",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3743-1500,-2.043.143.568.822.700,-5.133.916.974.850.120,-2.043.143,-5.133.916,1,1,1,0,1,0
ILHABELA,3520400,352040,GVE 28 CARAGUATATUBA,HOSP. MUNICIPAL GOV. MARIO COVAS,"R PROF. MALAQUIAS DE OLIVEIRA FREITAS, 154",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(12) 3895-3520,-23.823.341.249.152.000,-453.785.613.782.539,-2.382.334,-4.537.856,1,1,1,1,1,1
INDAIATUBA,3520509,352050,GVE 17 CAMPINAS,HOSP. AUGUSTO DE OLIVEIRA CAMARGO,"AV. FRANCISCO DE PAULA LEITE, 399",1,ESCORPIÔNICO E ARACNÍDICO.,1,(19) 3801-8200 R. 8347,-2.309.268.749.553.060,-47.213.899.891.006.100,-2.309.268,-4.721.389,1,0,0,0,1,0
INDIANA,3520608,352060,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II DE INDIANA,"AVN ALZIRA SANTANA LEBRAO, S/N",0,,0,(18) 3995-1476,-2.217.509.783.274.290,-5.125.157.061.262.130,-2.217.509,-5.125.157,0,0,0,0,0,0
INDIAPORA,3520707,352070,GVE 30 JALES,CASA DE SAUDE DE INDIAPORA,"R. Coleta Macedo de Oliveira, 1000 - Centro, Indiaporã - SP, 15690-000",0,,0,(17) 3842-1101,-19.979.199.025.963.900,-5.028.515.072.120.520,-1.997.919,-5.028.515,0,0,0,0,0,0
INUBIA PAULISTA,3520806,352080,GVE 19 MARILIA,UNIDADE BASICA DE SAUDE ARMANDO CENEDESI,"R. Antonio Facco, 665 - Centro, Inúbia Paulista - SP, 17760-000",0,,0,(18) 3556-1233,-2.177.001.832.261.590,-5.096.052.963.320.580,-2.177.001,-5.096.052,0,0,0,0,0,0
IPAUSSU,3520905,352090,GVE 13 ASSIS,SANTA CASA DE IPAUCU,"Av. Rui Barbosa, 451 - Centro, Ipaussu - SP, 18950-000",0,,1,(14) 344-1112,-2.305.218.487.825.050,-4.962.406.097.935.770,-2.305.218,-4.962.406,0,0,0,0,0,0
IPERO,3521002,352100,GVE 31 SOROCABA,HOSPITAL PEDRO TREBBI DE CASTRO,"Av. Paulo Antunes Moreira, 1800 - Jardim Santa Cruz, Iperó - SP, 18560-000",0,,1,(15) 3266-1100,-23.357.964.847.908.400,-4.770.287.715.351.400,-2.335.796,-4.770.287,0,0,0,0,0,0
IPEUNA,3521101,352110,GVE 20 PIRACICABA,UNIDADE BASICA DE SAUDE DE IPEUNA,"R. Araripe Custódio da Fonseca, 1100, Ipeúna - SP, 13537-000",0,,1,(19) 3537-9230,-22.432.355.202.634.800,-47.705.986.242.042.900,-2.243.235,-4.770.598,0,0,0,0,0,0
IPIGUA,3521150,352115,GVE 29 SAO JOSE DO RIO PRETO,UBS LUIS FACHIN IPIGUA,"Rua Geraldina Dutra Salvador, 700 - Conjunto Habitacional Divino Sebastião Moreira, Ipiguá - SP, 15108-180",0,,1,(17) 3269-9003,-2.065.404.138.894.780,-49.383.950.414.913.200,-2.065.404,-4.938.395,0,0,0,0,0,0
IPORANGA,3521200,352120,GVE 23 REGISTRO,PRONTO ATENDIMENTO LAURO TAVARES DE LIMA,"RUA 12 DE JANEIRO, 17 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(15) 3556-1584,-24.586.777.386.178.400,-48.597.112.728.901.000,-2.458.677,-4.859.711,1,1,1,0,1,0
IPUA,3521309,352130,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - IPUA,"R. FERDINANDO FRATIN, 335",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3832-1222,-20.436.850.331.894.900,-48.011.506.109.251.500,-2.043.685,-4.801.150,1,1,1,0,1,0
IRACEMAPOLIS,3521408,352140,GVE 20 PIRACICABA,PRONTO SOCORRO SANTA CRUZ DE IRACEMAPOLIS,"Rua Alcides Oliveira Frasson, 400 - Jardim Antonio Joaquim Fagundes, Iracemápolis - SP, 13495-000",0,,1,(19) 3456-1205,-2.258.754.761.229.510,-4.750.948.454.270.600,-2.258.754,-4.750.948,0,0,0,0,0,0
IRAPUA,3521507,352150,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE MARIO EVARISTO TADEI,"R. Afonso Pena, 450 - Centro, Irapuã - SP, 14990-000",0,,1,-,-21.283.577.005.943.100,-4.940.982.104.210.870,-2.128.357,-4.940.982,0,0,0,0,0,0
IRAPURU,3521606,352160,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE - IRAPURU,"R. São Paulo, 165-291 - Centro, Irapuru - SP, 17880-000",0,,0,(18) 3861-2220,-2.156.817.146.968.750,-5.134.889.475.178.540,-2.156.817,-5.134.889,0,0,0,0,0,0
ITABERA,3521705,352170,GVE 32 ITAPEVA,HOSPITAL MUNICIPAL - ITABERA,"R. VINTE E TRÊS DE MAIO, 385 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO.",1,(15) 3562-1336 E (15) 99766-0948,-2.386.437.789.174.980,-49.137.705.953.981.200,-2.386.437,-4.913.770,1,1,1,0,1,0
ITAI,3521804,352180,GVE 16 BOTUCATU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,"SP-255, km 363 - Jardim Monte Alto, Itaí - SP, 18730-000",0,,1,(14) 3761-1565,-23.419.854.040.018.500,-4.909.905.013.296.220,-2.341.985,-4.909.905,0,0,0,0,0,0
ITAJOBI,3521903,352190,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DE MISERICORDIA HOSPITAL SAO JOSE ITAJOBI,"R. Rio Branco, 251 - Itajobi, SP, 15840-000",0,,1,(17) 3546-1913,-2.131.836.572.638.060,-49.055.911.210.010.500,-2.131.836,-4.905.591,0,0,0,0,0,0
ITAJU,3522000,352200,GVE 15 BAURU,CENTRO DE SAUDE III FLORENCIO CAMARGO GUIMARAES ITAJU,"AV JOAO ZAMBONE ASPARETTO, 261",0,,0,(14) 3667-1238,-2.198.262.815.455.230,-4.880.449.983.247.190,-2.198.262,-4.880.449,0,0,0,0,0,0
ITANHAEM,3522109,352210,GVE 25 SANTOS,UPA ITANHAÉM,"R. JOSÉ ERNESTO BECHELLI, S/N. JD. SABAÚNA",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3427-1111,-2.418.359.311.111.750,-4.681.695.389.288.320,-2.418.359,-4.681.695,1,1,1,0,1,0
ITAOCA,3522158,352215,GVE 32 ITAPEVA,UNIDADE BASICA DE SAUDE DA FAMILIA ITAOCA,"R. Emerentino Rodrigues da Silva, 2-34 - Centro, Itaoca - SP, 18360-000",0,,0,-,-24.642.619.776.829.700,-488.386.166.321.451,-2.464.261,-4.883.861,0,0,0,0,0,0
ITAPECERICA DA SERRA,3522208,352220,GVE 10 OSASCO,PRONTO SOCORRO CENTRAL - ITAPECERICA DA SERRA,"R. CARLOS EDUARDO D. TAUTICO, Nº 77",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(11) 4668-6803,-2.371.099.972.154.040,-4.684.903.834.577.920,-2.371.099,-4.684.903,1,1,1,0,1,0
ITAPETININGA,3522307,352230,GVE 31 SOROCABA,HOSPITAL REGIONAL DE ITAPETININGA,"R. PADRE ALBUQUERQUE , 245 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3275-7800,-23.584.582.042.357.500,-4.804.513.589.076.850,-2.358.458,-4.804.513,1,1,1,0,1,0
ITAPEVA,3522406,352240,GVE 32 ITAPEVA,SANTA CASA DE MISERICÓRDIA DE ITAPEVA,"RUA SANTOS DUMONT, Nº 433 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(15) 3521-9500 E (15) 99763-8307,-2.398.829.373.561.010,-48.877.077.705.696.100,-2.398.829,-4.887.707,1,1,1,1,1,1
ITAPEVI,3522505,352250,GVE 10 OSASCO,HOSPITAL GERAL DE ITAPEVI,"RUA JESUINO JOAQUIM DA SILVA, S/N – JD. NOVA ITAPEVI",1,ESCORPIÔNICO,1,(11) 4143-8600,-23.537.749.894.051.700,-46.942.674.919.391.600,-2.353.774,-4.694.267,0,0,0,0,1,0
ITAPIRA,3522604,352260,GVE 26 SAO JOAO DA BOA VISTA,HOSPITAL MUNICIPAL DE ITAPIRA,"R. REVERENDO ALFREDO GUIMARÃES, 111",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3913-9393,-22.431.765.027.056.300,-46.826.864.218.885.900,-2.243.176,-4.682.686,1,1,1,1,1,1
ITAPIRAPUA PAULISTA,3522653,352265,GVE 32 ITAPEVA,UNIDADE BÁSICA DE SAÚDE DA FAMÍLIA - ITAPIRAPUA PAULISTA,RUA JANUÁRIO DE ALMEIDA 51,1,ESCORPIÔNICO E ARACNÍDICO.,0,(15) 3548-1310,-24.572.343.725.942.800,-4.916.990.395.921.230,-2.457.234,-4.916.990,1,0,0,0,1,0
ITAPOLIS,3522703,352270,GVE 12 ARARAQUARA,SANTA CASA DE MISERICÓRDIA DE ITÁPOLIS,"RUA ANTONIO COMPAGNO, 411, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3263-9500,-21.593.990.804.111.500,-48.805.471.205.314.500,-2.159.399,-4.880.547,1,1,1,0,1,0
ITAPORANGA,3522802,352280,GVE 16 BOTUCATU,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,"Av. Santa Cruz, 184 - Centro, Itaporanga - SP, 18480-000",0,,1,(15) 3565-9530,-2.370.790.524.675.660,-49.489.492.596.207.700,-2.370.790,-4.948.949,0,0,0,0,0,0
ITAPUI,3522901,352290,GVE 15 BAURU,HOSPITAL SAO JOSE,"Av. Paes De Barros, 286 - Centro, Itapuí - SP, 17230-000",0,,1,(14) 3664-3229,-22.235.322.406.951.200,-4.872.205.236.552.530,-2.223.532,-4.872.205,0,0,0,0,0,0
ITAPURA,3523008,352300,GVE 11 ARACATUBA,UBS II DE ITAPURA,"Av. Mal. Artur Costa e Silva, 1120, Itapura - SP, 15390-000",0,,0,(18) 3745-1227,-2.064.234.337.662.510,-5.150.885.222.981.620,-2.064.234,-5.150.885,0,0,0,0,0,0
ITAQUAQUECETUBA,3523107,352310,GVE 8 MOGI DAS CRUZES,HOSPITAL GERAL DE ITAQUAQUECETUBA,"R. Rio Negro, 48 - Jardim Nova Itaqua, Itaquaquecetuba - SP, 08599-280",0,,1,(11) 4645-4200,-23.472.317.496.638.300,-46.345.429.475.062.000,-2.347.231,-4.634.542,0,0,0,0,0,0
ITARARE,3523206,352320,GVE 32 ITAPEVA,SANTA CASA DE MISERICÓRDIA - ITARARÉ,"RUA SÃO PEDRO, Nº 30 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3532-3783 E (15) 99713-4686,-24.116.071.581.713.300,-4.934.571.517.850.880,-2.411.607,-4.934.571,1,1,1,0,1,0
ITARIRI,3523305,352330,GVE 23 REGISTRO,PRONTO SOCORRO DRº TAMINATO TION,"RUA BENEDITO CALIXTO, 260 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3418-8000,-24.292.286.315.758.900,-4.717.529.398.715.970,-2.429.228,-4.717.529,1,1,1,0,1,0
ITATIBA,3523404,352340,GVE 17 CAMPINAS,SANTA CASA DE MISERICÓRDIA DE ITATIBA,"AV. DA SAUDADE, 43",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4594-8899,-23.007.378.554.034.000,-4.683.331.916.620.400,-2.300.737,-4.683.331,1,1,1,0,1,0
ITATINGA,3523503,352350,GVE 16 BOTUCATU,HOSPITAL SANTA TEREZINHA E MATERNIDADE ERCILIA PIERONI,"PRACA SAO ROQUE, 48 - Centro, Itatinga - SP, 18690-000",0,,1,(14) 3848-1325,-23.102.580.453.747.400,-4.861.272.569.440.150,-2.310.258,-4.861.272,0,0,0,0,0,0
ITIRAPINA,3523602,352360,GVE 20 PIRACICABA,HOSPITAL SÃO JOSÉ,"AV. NOVE, 709, VILA CIANELI",1,ESCORPIÔNICO,1,(19) 3575-9200,-22.249.774.085.418.400,-47.822.301.032.892.100,-2.224.977,-4.782.230,0,0,0,0,1,0
ITIRAPUA,3523701,352370,GVE 18 FRANCA,CS III - ITIRAPUA,"RUA SAO SEBASTIAO,4700",0,,0,(16) 3146-1213,-2.063.874.867.320.620,-47.221.176.557.316.600,-2.063.874,-4.722.117,0,0,0,0,0,0
ITOBI,3523800,352380,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE SAUDE DE ITOBI ALCIBIADES PIRES,"R. Inácio Rodrigues Dâmaso - Itobilândia, Itobi - SP, 13715-000",0,,0,(19) 3647-6010,-21.733.953.953.173.200,-4.697.435.648.706.210,-2.173.395,-4.697.435,0,0,0,0,0,0
ITU,3523909,352390,GVE 31 SOROCABA,HOSPITAL SANTA CASA - ITU,"RUA JOAQUIM BERBARDES BORGES, 372",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(11) 4013-8000,-2.327.051.840.089.310,-4.729.558.413.170.270,-2.327.051,-4.729.558,0,1,1,0,1,0
ITUPEVA,3524006,352400,GVE 17 CAMPINAS,HOSPITAL NOSSA SENHORA APARECIDA,"Praça São Venâncio, 2 - Da Lagoa, Itupeva - SP, 13295-000",0,,1,(11) 4591-1220,-23.174.616.990.818.900,-47.052.488.418.261.700,-2.317.461,-4.705.248,0,0,0,0,0,0
ITUVERAVA,3524105,352410,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - ITUVERAVA,"R. CAP. ANTONIO JUSTINO FALEIRO, 729",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3839-1200,-203.365.652.519.706,-47.788.020.417.958.500,-2.033.656,-4.778.802,1,1,1,0,1,0
JABORANDI,3524204,352420,GVE 14 BARRETOS,HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO,"R. Dr. Amadeu Pagliuso, 480, Jaborandi - SP, 14775-000",0,,1,(17) 3347-1286,-20.689.539.987.982.700,-48.416.423.406.110.600,-2.068.953,-4.841.642,0,0,0,0,0,0
JOABOTICABAL,3524303,352430,GVE 24 RIBEIRAO PRETO,HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL,"R. Floriano Peixoto, 1387 - Centro, Jaboticabal - SP, 14870-810",0,,1,(16) 3209-2333,-21.255.764.879.620.200,-4.832.613.325.532.280,-2.125.576,-4.832.613,0,0,0,0,0,0
JACAREI,3524402,352440,GVE 27 SAO JOSE DOS CAMPOS,UPA III DR THELMO DE ALMEIDA CRUZ - JACAREÍ,"AV. ENGENHEIRO DAVID MONTEIRO LINO, 577 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO E ESCORPIÔNICO.",1,(12) 3959-2270,-2.329.616.657.051.500,-45.963.725.979.800.300,-2.329.616,-4.596.372,1,1,1,1,1,0
JACI,3524501,352450,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL NOSSA SENHORA DA DIVINA PROVIDENCIA,"R. Maria Joana do Amaral Mendonça, 950, Jaci - SP, 15155-000",0,,1,(17) 3283-1222,-20.882.947.563.590.500,-4.957.318.638.462.510,-2.088.294,-4.957.318,0,0,0,0,0,0
JACUPIRANGA,3524600,352460,GVE 23 REGISTRO,PRONTO ATENDIMENTO - JACUPIRANGA,"RUA EUNICE CARNEIRO DE PAULA, 101 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3864-3440,-2.469.675.925.232.870,-4.800.365.232.965.140,-2.469.675,-4.800.365,1,1,0,0,1,0
JAGUARIUNA,3524709,352470,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL WALTER FERRARI,"R. Amazonas, s/n - Centro, Jaguariúna - SP, 13820-000",0,,1,(19) 3867-1122,-22.702.660.794.601.600,-4.699.543.707.934.780,-2.270.266,-4.699.543,0,0,0,0,0,0
JALES,3524808,352480,GVE 30 JALES,UNIDADE DE PRONTO ATENDIMENTO (UPA) - JALES,RUA SEBASTIÃO MARTINS N 2373,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3632-8747,-20.266.763.537.404.900,-50.543.242.017.236.000,-2.026.676,-5.054.324,1,1,1,1,1,0
JAMBEIRO,3524907,352490,GVE 27 SAO JOSE DOS CAMPOS,UBS DE JAMBEIRO JOCELINA MEIRELES,"R. Antonio de Castro-Leite, 38 - Centro, Jambeiro - SP, 12270-000",0,,1,(12) 3978-1651,-2.325.596.702.410.220,-4.569.182.699.015.350,-2.325.596,-4.569.182,0,0,0,0,0,0
JANDIRA,3525003,352500,GVE 10 OSASCO,PRONTO ATENDIMENTO MUNICIPAL DE JANDIRA PAM JANDIRA,"Av. Alberto Ruffolo, 312 - Vila Anita Costa, Jandira - SP, 06600-170",0,,1,(11) 4707-1954,-2.353.646.290.896.040,-46.901.226.163.035.400,-2.353.646,-4.690.122,0,0,0,0,0,0
JARDINOPOLIS,3525102,352510,GVE 24 RIBEIRAO PRETO,HOSPITAL SANTA CASA DE JARDINOPOLIS,"R. Antônio Elias Said, 100 - Vila das Mangueiras, Jardinópolis - SP, 14680-000",0,,1,-,-21.029.621.939.953.900,-4.777.844.173.493.420,-2.102.962,-4.777.844,0,0,0,0,0,0
JARINU,3525201,352520,GVE 17 CAMPINAS,HOSPITAL ISRAELITA ST JAMES DE JARINU,"Av. José Manara, 450 - Centro, Jarinu - SP, 13240-000",0,,1,(11) 3336-6600,-2.311.058.931.881.350,-4.672.943.913.604.670,-2.311.058,-4.672.943,0,0,0,0,0,0
JAU,3525300,352530,GVE 15 BAURU,SANTA CASA DE MISERICÓRDIA - JAU,"RUA RIACHUELO, Nº 1073",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3622-4040,-22.291.577.886.408.900,-4.856.208.991.261.610,-2.229.157,-4.856.208,1,1,1,0,1,0
JERIQUARA,3525409,352540,GVE 18 FRANCA,CS III JERIQUARA,"Prc São Sebastião, 100, Jeriquara - SP, 14450-000",0,,0,(16) 3134-1334,-2.031.138.601.627.810,-4.758.909.797.813.170,-2.031.138,-4.758.909,0,0,0,0,0,0
JOANOPOLIS,3525508,352550,GVE 17 CAMPINAS,SANTA CASA DE MISERICORDIA DE JOANOPOLIS,"Rua Francisco Wohlers, 57, Joanópolis - SP, 12980-000",0,,1,(11) 4539-9333,-2.293.037.927.247.170,-46.272.869.441.074.600,-2.293.037,-4.627.286,0,0,0,0,0,0
JOAO RAMALHO,3525607,352560,GVE 21 PRESIDENTE PRUDENTE,UBS I - JOAO RAMALHO,"R. Paulo Azevedo, 80 - Centro, João Ramalho - SP, 19680-000",0,,0,(18) 3998-1106,-22.249.561.722.738.600,-5.076.722.446.687.860,-2.224.956,-5.076.722,0,0,0,0,0,0
JOSE BONIFACIO,3525706,352570,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICÓRDIA - JOSE BONIFACIO,"RUA XV DE NOVEMBRO S/N, BELA VISTA",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3265-9022,-2.105.551.295.403.860,-4.969.366.762.379.180,-2.105.551,-4.969.366,1,1,1,0,1,0
JULIO MESQUITA,3525805,352580,GVE 19 MARILIA,USF ANTONIO SOARES,"R. Jorge Moraes Barros, 459, Júlio Mesquita - SP, 17550-000",0,,0,(14) 3487-9099,-22.011.504.076.141.900,-4.978.972.202.554.330,-2.201.150,-4.978.972,0,0,0,0,0,0
JUMIRIM,3525854,352585,GVE 31 SOROCABA,CS BRAZILIANO POGGI JUMIRIM,"R. Bazzo, 176, Jumirim - SP, 18535-000",0,,0,(15) 3199-9816,-23.083.621.553.049.200,-477.933.763.988.588,-2.308.362,-4.779.337,0,0,0,0,0,0
JUNDIAI,3525904,352590,GVE 17 CAMPINAS,HOSPITAL UNIVERSITÁRIO (0 A 18 ANOS),"PRAÇA ROTATÓRIA, S/N",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4527-5700,-23.204.997.582.709.400,-4.689.211.633.186.350,-2.320.499,-4.689.211,1,1,1,0,1,0
JUNDIAI,3525904,352590,GVE 17 CAMPINAS,HOSPITAL SÃO VICENTE DE PAULA (ADULTOS),"RUA SÃO VICENTE DE PAULA, 223",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4583-8155,-2.318.400.565.083.210,-4.689.005.649.715.240,-2.318.400,-4.689.005,1,1,1,0,1,0
JUNQUEIROPOLIS,3526001,352600,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA - JUNQUEIROPOLIS,"RUA PORTO ALEGRE, 1221",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3841-9420,-21.515.063.579.983.700,-51.438.953.310.641.000,-2.151.506,-5.143.895,1,1,1,0,1,0
JUQUIA,3526100,352610,GVE 23 REGISTRO,PRONTO SOCORRO DRº MANOEL PEREZ BAZAN,"AV. EXPEDICIONÁRIO APARÍCIO, S/Nº - ESTAÇÃO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3844-3450,-24.323.825.125.617.500,-4.762.910.437.701.510,-2.432.382,-4.762.910,1,1,0,0,1,0
JUQUITIBA,3526209,352620,GVE 10 OSASCO,UNIDADE MISTA DE SAÚDE - JUQUITIBA,"RUA JOSÉ ANTONIO NUNES, Nº 90",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 4681-4226,-2.393.317.770.464.670,-4.706.984.741.254.780,-2.393.317,-4.706.984,1,1,1,0,1,1
LAGOINHA,3526308,352630,GVE 33 TAUBATE,CENTRO DE SAÚDE III - LAGOINHA,"R: ANTONIO DA CUNHA BUENO, 25, CEP:12130-000",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3647-1238 R 29,-23.089.655.480.250.600,-4.519.206.857.138.140,-2.308.965,-4.519.206,1,1,1,0,1,0
LARANJAL PAULISTA,3526407,352640,GVE 16 BOTUCATU,SANTA CASA DE LARANJAL PAULISTA,"RUA GOVERNADOR PEDRO DE TOLEDO, 633, CENTRO",1,ESCORPIÔNICO,1,(15) 3383-9191,-23.055.573.861.682.500,-4.783.278.122.571.820,-2.305.557,-4.783.278,0,0,0,0,1,0
LAVINIA,3526506,352650,GVE 11 ARACATUBA,UBSF ARLINDO VIDAL LEME LAVINIA,"RUA HINTZ BRANDAO, 82",0,,0,(18) 3698-1284,-2.116.525.435.173.560,-5.104.154.117.898.120,-2.116.525,-5.104.154,0,0,0,0,0,0
LAVRINHAS,3526605,352660,GVE 33 TAUBATE,USF LAVRINHAS,"R. Manoel Machado, 303 - Lavrinhas, SP, 12760-000",0,,0,(12) 3146-1144,-22.568.662.135.224.600,-4.490.545.361.322.530,-2.256.866,-4.490.545,0,0,0,0,0,0
LEME,3526704,352670,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA - LEME,"RUA: PE. JULIÃO, 1213",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3573-6500,-2.218.977.916.430.840,-4.739.227.303.679.480,-2.218.977,-4.739.227,1,1,1,0,1,0
LENCOIS PAULISTA,3526803,352680,GVE 15 BAURU,UPA DE LENÇÓIS PAULISTA,"RUA SETE DE SETEMBRO, Nº 600",1,ESCORPIÔNICO,1,(14) 3269-1300,-22.600.056.555.144.200,-4.879.594.382.235.970,-2.260.005,-4.879.594,0,0,0,0,1,0
LIMEIRA,3526902,352690,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA - LIMEIRA,"AV. ANTONIO OMETTO, 675, VILA CLAUDIA",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3446-6100,-2.257.933.181.605.740,-4.740.029.221.215.990,-2.257.933,-4.740.029,1,1,1,0,1,0
LINDOIA,3527009,352700,GVE 17 CAMPINAS,CENTRO DE SAUDE III DE LINDOIA,"RUA APARECIDO ZAMBOIM,20",0,,0,(19) 3898-3553,-2.252.053.469.225.400,-46.647.022.967.117.000,-2.252.053,-4.664.702,0,0,0,0,0,0
LINS,3527108,352710,GVE 15 BAURU,IRM. STA CASA DE MIS. DE LINS,"RUA PEDRO DE TOLEDO, 486",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, LAQUÉTICO E ARACNÍDICO",1,(14) 3533-2500,-21.672.300.957.038.700,-49.755.485.582.688.700,-2.167.230,-4.975.548,1,1,1,0,1,0
