MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE
ITAPECERICA DA SERRA,3522208,352220,GVE 10 OSASCO,PRONTO SOCORRO CENTRAL,"R. CARLOS EDUARDO D. TAUTICO, Nº 77",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(11) 4668-6803,-23.710.661.936.963.700,-4.684.917.389.264.120,-23.71066,-46.84917
ITAPETININGA,3522307,352230,GVE 31 SOROCABA,HOSPITAL REGIONAL DE ITAPETININGA,"R. PADRE ALBUQUERQUE , 245 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3275-7800,-2.358.434.229.470.610,-4.804.512.497.545.090,-23.58434,-48.04512
ITAPEVA,3522406,352240,GVE 32 ITAPEVA,SANTA CASA DE MISERICÓRDIA DE ITAPEVA,"RUA SANTOS DUMONT, Nº 433 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(15) 3521-9500 E (15) 99763-8307,-23.988.155.048.045.100,-4.887.698.694.660.200,-23.98815,-48.87698
ITAPEVI,3522505,352250,GVE 10 OSASCO,HOSPITAL GERAL DE ITAPEVI,"RUA JESUINO JOAQUIM DA SILVA, S/N – JD. NOVA ITAPEVI",1,ESCORPIÔNICO,1,(11) 4143-8600,-23.537.698.625.643.800,-4.694.266.327.545.230,-23.53769,-46.94266
ITAPIRA,3522604,352260,GVE 26 SAO JOAO DA BOA VISTA,HOSPITAL MUNICIPAL DE ITAPIRA,"R. REVERENDO ALFREDO GUIMARÃES, 111",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3913-9393,-224.316.316.240.121,-46.826.803.831.308.100,-22.43163,-46.82680
ITAPIRAPUA PAULISTA,3522653,352265,GVE 32 ITAPEVA,UNIDADE BÁSICA DE SAÚDE DA FAMÍLIA,RUA JANUÁRIO DE ALMEIDA 51,1,ESCORPIÔNICO E ARACNÍDICO.,0,(15) 3548-1310,-2.457.213.930.516.390,-4.917.005.356.377.680,-24.57213,-49.17005
ITAPOLIS,3522703,352270,GVE 12 ARARAQUARA,SANTA CASA DE MISERICÓRDIA DE ITÁPOLIS,"RUA ANTONIO COMPAGNO, 411, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3263-9500,-215.940.687.379.618,-4.880.493.930.461.650,-21.59406,-48.80493
ITAPORANGA,3522802,352280,GVE 16 BOTUCATU,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,"Av. Santa Cruz, 184 - Centro, Itaporanga - SP, 18480-000",0,,1,(15) 3565-9530,-2.370.764.747.432.820,-4.948.946.617.729.780,-23.70764,-49.48946
ITAPUI,3522901,352290,GVE 15 BAURU,HOSPITAL SAO JOSE,"Av. Paes De Barros, 286 - Centro, Itapuí - SP, 17230-000",0,,1,(14) 3664-3229,-22.235.037.690.239.500,-4.872.199.040.432.920,-22.23503,-48.72199
ITAPURA,3523008,352300,GVE 11 ARACATUBA,UBS II DE ITAPURA,"Av. Mal. Artur Costa e Silva, 1120, Itapura - SP, 15390-000",0,,0,(18) 3745-1227,-2.064.221.752.034.780,-5.150.880.706.204.800,-20.64221,-51.50880
ITAQUAQUECETUBA,3523107,352310,GVE 8 MOGI DAS CRUZES,HOSPITAL GERAL DE ITAQUAQUECETUBA,"R. Rio Negro, 48 - Jardim Nova Itaqua, Itaquaquecetuba - SP, 08599-280",0,,1,(11) 4645-4200,-2.347.203.752.908.500,-4.634.546.006.196.210,-23.47203,-46.34546
ITARARE,3523206,352320,GVE 32 ITAPEVA,SANTA CASA DE MISERICÓRDIA - ITARARÉ,"RUA SÃO PEDRO, Nº 30 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3532-3783 E (15) 99713-4686,-24.116.151.308.777.600,-493.456.586.338.845,-24.11615,-49.34565
ITARIRI,3523305,352330,GVE 23 REGISTRO,PRONTO SOCORRO DRº TAMINATO TION,"RUA BENEDITO CALIXTO, 260 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3418-8000,-2.429.216.943.209.530,-47.175.272.493.158.100,-24.29216,-47.17527
ITATIBA,3523404,352340,GVE 17 CAMPINAS,SANTA CASA DE MISERICÓRDIA DE ITATIBA,"AV. DA SAUDADE, 43",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4594-8899,-2.300.718.036.931.150,-4.683.326.790.800.700,-23.00718,-46.83326
ITATINGA,3523503,352350,GVE 16 BOTUCATU,HOSPITAL SANTA TEREZINHA E MATERNIDADE ERCILIA PIERONI,"PRACA SAO ROQUE, 48 - Centro, Itatinga - SP, 18690-000",0,,1,(14) 3848-1325,-2.310.243.148.424.700,-4.861.271.644.848.150,-23.10243,-48.61271
ITIRAPINA,3523602,352360,GVE 20 PIRACICABA,HOSPITAL SÃO JOSÉ,"AV. NOVE, 709, VILA CIANELI",1,ESCORPIÔNICO,1,(19) 3575-9200,-22.249.624.309.873.200,-47.822.355.002.477.900,-22.24962,-47.82235
ITIRAPUA,3523701,352370,GVE 18 FRANCA,CS III,"RUA SAO SEBASTIAO,4700",0,,0,(16) 3146-1213,-20.638.447.752.949.000,-4.722.140.453.506.310,-20.63844,-47.22140
ITOBI,3523800,352380,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE SAUDE DE ITOBI ALCIBIADES PIRES,"R. Inácio Rodrigues Dâmaso - Itobilândia, Itobi - SP, 13715-000",0,,0,(19) 3647-6010,-2.173.363.156.267.240,-4.697.442.010.434.450,-21.73363,-46.97442
ITU,3523909,352390,GVE 31 SOROCABA,HOSPITAL SANTA CASA - ITU,"RUA JOAQUIM BERBARDES BORGES, 372",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(11) 4013-8000,-23.270.294.114.004.200,-4.729.532.459.080.440,-23.27029,-47.29532
ITUPEVA,3524006,352400,GVE 17 CAMPINAS,HOSPITAL NOSSA SENHORA APARECIDA,"Praça São Venâncio, 2 - Da Lagoa, Itupeva - SP, 13295-000",0,,1,(11) 4591-1220,-23.174.282.934.946.800,-4.705.232.355.430.000,-23.17428,-47.05232
ITUVERAVA,3524105,352410,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - ITUVERAVA,"R. CAP. ANTONIO JUSTINO FALEIRO, 729",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3839-1200,-2.033.649.719.906.780,-47.788.317.350.415.000,-20.33649,-47.78831
JABORANDI,3524204,352420,GVE 14 BARRETOS,HOSPITAL MUNICIPAL DR AMADEU PAGLIUSO,"R. Dr. Amadeu Pagliuso, 480, Jaborandi - SP, 14775-000",0,,1,(17) 3347-1286,-2.068.935.727.933.140,-4.841.649.489.088.250,-20.68935,-48.41649
JOABOTICABAL,3524303,352430,GVE 24 RIBEIRAO PRETO,HOSPITAL E MATERNIDADE SANTA ISABEL DE JABOTICABAL,"R. Floriano Peixoto, 1387 - Centro, Jaboticabal - SP, 14870-810",0,,1,(16) 3209-2333,-212.555.622.999.175,-483.262.479.062.095,-21.25556,-48.32624
JACAREI,3524402,352440,GVE 27 SAO JOSE DOS CAMPOS,UPA III DR THELMO DE ALMEIDA CRUZ - JACAREÍ,"AV. ENGENHEIRO DAVID MONTEIRO LINO, 577 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO E ESCORPIÔNICO.",1,(12) 3959-2270,-23.296.115.812.706.100,-45.963.486.104.296.100,-23.29611,-45.96348
JACI,3524501,352450,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL NOSSA SENHORA DA DIVINA PROVIDENCIA,"R. Maria Joana do Amaral Mendonça, 950, Jaci - SP, 15155-000",0,,1,(17) 3283-1222,-20.882.758.667.776.100,-49.573.469.208.071.300,-20.88275,-49.57346
JACUPIRANGA,3524600,352460,GVE 23 REGISTRO,PRONTO ATENDIMENTO,"RUA EUNICE CARNEIRO DE PAULA, 101 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3864-3440,-24.696.663.328.265.500,-4.800.379.820.425.010,-24.69666,-48.00379
JAGUARIUNA,3524709,352470,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL WALTER FERRARI,"R. Amazonas, s/n - Centro, Jaguariúna - SP, 13820-000",0,,1,(19) 3867-1122,-22.702.422.227.848.600,-46.995.450.792.673.200,-22.70242,-46.99545
JALES,3524808,352480,GVE 30 JALES,UNIDADE DE PRONTO ATENDIMENTO (UPA) - JALES,RUA SEBASTIÃO MARTINS N 2373,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3632-8747,-2.026.667.594.119.870,-5.054.324.963.322.270,-20.26667,-50.54324
JAMBEIRO,3524907,352490,GVE 27 SAO JOSE DOS CAMPOS,UBS DE JAMBEIRO JOCELINA MEIRELES,"R. Antonio de Castro-Leite, 38 - Centro, Jambeiro - SP, 12270-000",0,,1,(12) 3978-1651,-23.255.777.557.269.700,-4.569.186.021.539.040,-23.25577,-45.69186
JANDIRA,3525003,352500,GVE 10 OSASCO,PRONTO ATENDIMENTO MUNICIPAL DE JANDIRA PAM JANDIRA,"Av. Alberto Ruffolo, 312 - Vila Anita Costa, Jandira - SP, 06600-170",0,,1,(11) 4707-1954,-2.353.616.248.064.420,-469.009.671.464.013,-23.53616,-46.90096
JARDINOPOLIS,3525102,352510,GVE 24 RIBEIRAO PRETO,HOSPITAL SANTA CASA DE JARDINOPOLIS,"R. Antônio Elias Said, 100 - Vila das Mangueiras, Jardinópolis - SP, 14680-000",0,,1,-,-21.025.460.407.506.300,-4.778.071.323.879.100,-21.02546,-47.78071
JARINU,3525201,352520,GVE 17 CAMPINAS,HOSPITAL ISRAELITA ST JAMES DE JARINU,"Av. José Manara, 450 - Centro, Jarinu - SP, 13240-000",0,,1,(11) 3336-6600,-23.110.447.736.366.200,-4.672.948.129.080.970,-23.11044,-46.72948
JAU,3525300,352530,GVE 15 BAURU,SANTA CASA DE MISERICÓRDIA,"RUA RIACHUELO, Nº 1073",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(14) 3622-4040,-22.291.570.728.466.000,-485.621.210.043.276,-22.29157,-48.56212
JERIQUARA,3525409,352540,GVE 18 FRANCA,CS III JERIQUARA,"Prc São Sebastião, 100, Jeriquara - SP, 14450-000",0,,0,(16) 3134-1334,-20.339.810.354.632.700,-475.878.875.906.461,-20.33981,-47.58788
JOANOPOLIS,3525508,352550,GVE 17 CAMPINAS,SANTA CASA DE MISERICORDIA DE JOANOPOLIS,"Rua Francisco Wohlers, 57, Joanópolis - SP, 12980-000",0,,1,(11) 4539-9333,-2.293.021.556.365.990,-46.272.782.773.620.900,-22.93021,-46.27278
JOAO RAMALHO,3525607,352560,GVE 21 PRESIDENTE PRUDENTE,UBS I,"R. Paulo Azevedo, 80 - Centro, João Ramalho - SP, 19680-000",0,,0,(18) 3998-1106,-22.016.132.394.615.000,-5.064.656.338.949.090,-22.01613,-50.64656
JOSE BONIFACIO,3525706,352570,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE MISERICÓRDIA,"RUA XV DE NOVEMBRO S/N, BELA VISTA",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3265-9022,-21.055.436.568.151.800,-496.938.054.062.153,-21.05543,-49.69380
JULIO MESQUITA,3525805,352580,GVE 19 MARILIA,USF ANTONIO SOARES,"R. Jorge Moraes Barros, 459, Júlio Mesquita - SP, 17550-000",0,,0,(14) 3487-9099,-22.011.378.784.311.000,-4.978.983.680.618.710,-22.01137,-49.78983
JUMIRIM,3525854,352585,GVE 31 SOROCABA,CS BRAZILIANO POGGI JUMIRIM,"R. Bazzo, 176, Jumirim - SP, 18535-000",0,,0,(15) 3199-9816,-23.083.384.122.233.700,-4.779.350.580.615.380,-23.08338,-47.79350
JUNDIAI,3525904,352590,GVE 17 CAMPINAS,HOSPITAL UNIVERSITÁRIO (0 A 18 ANOS),"PRAÇA ROTATÓRIA, S/N",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4527-5700,-23.205.031.474.663.700,-4.689.211.867.546.320,-23.20503,-46.89211
JUNDIAI,3525904,352590,GVE 17 CAMPINAS,HOSPITAL SÃO VICENTE DE PAULA (ADULTOS),"RUA SÃO VICENTE DE PAULA, 223",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 4583-8155,-23.183.723.217.976.400,-4.688.982.626.012.040,-23.18372,-46.88982
JUNQUEIROPOLIS,3526001,352600,GVE 22 PRESIDENTE VENCESLAU,SANTA CASA DE MISERICÓRDIA,"RUA PORTO ALEGRE, 1221",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3841-9420,-21.514.846.254.832.900,-514.388.275.583.207,-21.51484,-51.43882
JUQUIA,3526100,352610,GVE 23 REGISTRO,PRONTO SOCORRO DRº MANOEL PEREZ BAZAN,"AV. EXPEDICIONÁRIO APARÍCIO, S/Nº - ESTAÇÃO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3844-3450,-24.323.556.913.596.000,-4.762.921.015.029.280,-24.32355,-47.62921
JUQUITIBA,3526209,352620,GVE 10 OSASCO,UNIDADE MISTA DE SAÚDE - JUQUITIBA,"RUA JOSÉ ANTONIO NUNES, Nº 90",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 4681-4226,-23.932.988.351.168.000,-470.698.547.619.472,-23.93298,-47.06985
LAGOINHA,3526308,352630,GVE 33 TAUBATE,CENTRO DE SAÚDE III,"R: ANTONIO DA CUNHA BUENO, 25, CEP:12130-000",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3647-1238 R 29,-2.308.948.674.654.620,-4.519.172.919.015.270,-23.08948,-45.19172
LARANJAL PAULISTA,3526407,352640,GVE 16 BOTUCATU,SANTA CASA DE LARANJAL PAULISTA,"RUA GOVERNADOR PEDRO DE TOLEDO, 633, CENTRO",1,ESCORPIÔNICO,1,(15) 3383-9191,-23.055.320.753.920.200,-4.783.273.960.430.370,-23.05532,-47.83273
LAVINIA,3526506,352650,GVE 11 ARACATUBA,UBSF ARLINDO VIDAL LEME LAVINIA,"RUA HINTZ BRANDAO, 82",0,,0,(18) 3698-1284,-21.165.071.342.730.800,-5.104.144.288.901.770,-21.16507,-51.04144
LAVRINHAS,3526605,352660,GVE 33 TAUBATE,USF LAVRINHAS,"R. Manoel Machado, 303 - Lavrinhas, SP, 12760-000",0,,0,(12) 3146-1144,-2.256.843.164.814.540,-44.905.425.704.319.000,-22.56843,-44.90542
LEME,3526704,352670,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA,"RUA: PE. JULIÃO, 1213",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3573-6500,-22.189.680.089.672.100,-473.921.373.601.514,-22.18968,-47.39213
LENCOIS PAULISTA,3526803,352680,GVE 15 BAURU,UPA DE LENÇÓIS PAULISTA,"RUA SETE DE SETEMBRO, Nº 600",1,ESCORPIÔNICO,1,(14) 3269-1300,-22.599.781.219.684.100,-4.879.590.211.966.140,-22.59978,-48.79590
LIMEIRA,3526902,352690,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA,"AV. ANTONIO OMETTO, 675, VILA CLAUDIA",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(19) 3446-6100,-22.579.415.676.339.500,-4.739.993.599.691.490,-22.57941,-47.39993
LINDOIA,3527009,352700,GVE 17 CAMPINAS,CENTRO DE SAUDE III DE LINDOIA,"RUA APARECIDO ZAMBOIM,20",0,,0,(19) 3898-3553,-22.520.237.901.542.800,-4.664.709.993.500.720,-22.52023,-46.64709
LINS,3527108,352710,GVE 15 BAURU,IRM. STA CASA DE MIS. DE LINS,"RUA PEDRO DE TOLEDO, 486",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, LAQUÉTICO E ARACNÍDICO",1,(14) 3533-2500,-21.671.735.595.982.000,-49.756.541.145.125.400,-21.67173,-49.75654
LORENA,3527207,352720,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL,R. DOM BOSCO 562 CENTRO - CEP 12.600-100,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3159-3344,-2.273.214.685.939.360,-4.512.012.345.744.730,-22.73214,-45.12012
LOURDES,3527256,352725,GVE 11 ARACATUBA,UNIDADE BASICA DE SAUDE LAZARO QUIRINO DA SILVA,"R. Francisco da Silva, 190, Lourdes - SP, 15285-000",0,,0,-,-2.096.378.362.694.480,-50.225.045.328.674.900,-20.96378,-50.22504
LOUVEIRA,3527306,352730,GVE 17 CAMPINAS,HOSPITAL SANTO ANTONIO DE LOUVEIRA,"R. Luís M Cruz, 63 - Santo Antônio, Louveira - SP, 13294-334",0,,1,(19) 3948-5300,"-2.308.894.487.280.630,00",-4.697.687.681.331.850,-23.08894,-46.97687
LUCELIA,3527405,352740,GVE 19 MARILIA,SANTA CASA DE LUCELIA,"R. Manoel Lopes, 410 - Centro, Lucélia - SP, 17780-000",0,,1,(18) 3551-9050,-2.172.788.360.168.800,-51.009.344.901.693,-21.72788,-51.00934
LUCIANOPOLIS,3527504,352750,GVE 15 BAURU,UBS LAURO BORGES,"Rua Irenio Zaninoto - Nucleo Belmiro Jorge, Lucianópolis - SP, 17475-262",0,,0,(14) 3286-1190,-22.429.138.553.365.900,-4.951.340.677.453.450,-22.42913,-49.51340
LUIS ANTONIO,3527603,352760,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE LUIZ ANTONIO,"R. Guilherme Brian, 1060, Luís Antônio - SP, 14210-000",0,,1,-,-2.155.366.257.860.930,-4.770.113.674.400.810,-21.55366,-47.70113
LUIZIANIA,3527702,352770,GVE 11 ARACATUBA,COMPLEXO MUNICIPAL DE SAUDE DE LUIZIANIA,"R. Padre João Braem, 365, Luiziânia - SP, 16340-000",0,,1,(18) 3603-1160,"-21.675.852.739.471.900,00",-5.032.713.449.599.900,-21.67585,-50.32713
LUPERCIO,3527801,352780,GVE 19 MARILIA,CENTRO DE SAUDE DE LUPERCIO,"Praça Antônio Daun, 67 - Centro, Lupércio - SP, 17420-000",0,,0,(14) 3474-1135,-22.415.609.728.166.800,-49.816.573.087.944.100,-22.41560,-49.81657
LUTECIA,3527900,352790,GVE 13 ASSIS,CENTRO DE SAUDE DE LUTECIA,"R. Manoel Lourenço, 353, Lutécia - SP, 19750-000",0,,0,(18) 3368-1129,"-22.339.924.569.893.600,00",-50.391.114.572.800.300,-22.33992,-50.39111
MACATUBA,3528007,352800,GVE 15 BAURU,SANTA CASA DE MACATUBA,"R. Carlos Gomes, 654 - CENTRO, Macatuba - SP, 17290-000",0,,1,(14) 3298-9200,-22.504.179.186.769.300,-4.871.308.243.607.000,-22.50417,-48.71308
MACAUBAL,3528106,352810,GVE 29 SÃO JOSÉ DO RIO PRETO,SANTA CASA DE MACAUBAL,"RUA SETE DE SETEMBRO, Nº 1203 - CENTRO, 15270-000",1,ESCORPIÔNICO,1,(17) 3874-1408,-2.080.773.094.765.230,-4.996.380.449.084.120,-20.80773,-49.96380
MACEDONIA,3528205,352820,GVE 30 JALES,UBS DE MACEDONIA,"Rua Dep Anisio Moreira, 439, Macedônia - SP, 15620-000",0,,1,(17) 3849-1162,"-20.068.107.185.767.700,00",-4.999.226.067.771.720,-20.06810,-49.99226
MAGDA,3528304,352830,GVE 29 SAO JOSE DO RIO PRETO,CENTRO DE SAUDE III DE MAGDA,"Rua Manoel Franco Junior, 522 - Centro, Magda - SP, 15310-000",0,,0,(17) 3487-1149,"-20.645.643.703.757.600,00",-5.022.385.522.867.490,-20.64564,-50.22385
MAIRINQUE,3528403,352840,GVE 31 SOROCABA,PRONTO ATENDIMENTO MUNICIPAL DE MAIRINQUE,"AVN MILTON CARDOSO LEITE, 151 - CANGUERINHA, Mairinque - SP, 18120-000",0,,1,(11) 4718-1500,"-23.546.498.009.191.300,00",-4.719.041.277.540.740,-23.54649,-47.19041
MAIRIPORA,3528502,352850,GVE 9 FRANCO DA ROCHA,HOSPITAL E MATERNIDADE DE MAIRIPORÃ,"RUA IPIRANGA Nº 280, CENTRO",1,ESCORPIÔNICO,1,(11) 4419-4422,"-23.320.755.988.077.000,00",-46.589.995.979.205.200,-23.32075,-46.58999
MANDURI,3528601,352860,GVE 16 BOTUCATU,UBS DR ALDEMAR HOLTZ DE ALMEIDA,"RUA RIO GRANDE DO SUL, 809",0,,0,(14) 3356-9202,-23.006.759.826.583.200,-493.240.873.232.731,-23.00675,-49.32408
MARABA PAULISTA,3528700,352870,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE MARABA PAULISTA UNIDADE SAUDE DA FAMILIA,"R. José Teodoro, Marabá Paulista - SP, 19430-000",0,,0,(18) 3996-1125,-2.210.785.748.997.080,-5.196.642.848.336.330,-22.10785,-51.96642
MARACAI,3528809,352880,GVE 13 ASSIS,HOSPITAL BENEFICENTE DE MARACAI,"Av. José Bonifácio, 382 - Centro, Maracaí - SP, 19840-000",0,,1,(18) 3371-2797,-22.612.448.147.095.800,-5.066.738.081.361.720,-22.61244,-50.66738
MARAPOAMA,3528858,352885,GVE 29 SAO JOSE DO RIO PRETO,UBS DE MARAPOAMA,"Praça da Independencia, 160, Marapoama - SP, 15845-000",0,,1,(17) 3548-9000,-2.125.774.294.346.110,-491.321.011.613.398,-21.25774,-49.13210
MARIAPOLIS,3528908,352890,GVE 19 MARILIA,CENTRO DE SAUDE DE MARIAPOLIS,"Praça Frei Dionisio Antonio Marinelli, 85 - Centro, Mariápolis - SP, 17810-000",0,,0,(18)3586-1234,-2.179.857.891.335.510,-5.118.146.543.232.730,-21.79857,-51.18146
MARILIA,3529005,352900,GVE 19 MARILIA,HOSPITAL DE CLÍNICAS I (ADULTOS),"R. AZIZ ATALLAH, S/Nº",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3434-2525,-22.226.818.781.032.200,-4.993.509.626.106.280,-22.22681,-49.93509
MARILIA,3529005,352900,GVE 19 MARILIA,HOSPITAL DE CLÍNICAS II (CRIANÇAS),"AV. SAMPAIO VIDAL, 42",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3434-2526,"-22.221.766.893.255.400,00",-49.943.551.791.546.900,-22.22176,-49.94355
MARINOPOLIS,3529104,352910,GVE 30 JALES,CS DE MARINOPOLIS,"RUA ESPIRITO SANTO, 130",0,,0,(17) 3695-1143,-20.440.114.780.344.100,-5.082.343.250.352.850,-20.44011,-50.82343
MARTINOPOLIS,3529203,352920,GVE 21 PRESIDENTE PRUDENTE,SANTA CASA DE MISERICÓRDIA,"RUA JOSÉ HENRIQUE DE MELLO, 236",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(18) 3275-1000,-22.146.068.001.423.000,-51.169.189.870.977.700,-22.14606,-51.16918
MATAO,3529302,352930,GVE 12 ARARAQUARA,HOSPITAL CARLOS FERNANDO MALZONI,"R. SINHARINHA FROTA, 556",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3383-2500,"-21.605.627.074.607.900,00",-4.836.737.210.538.810,-21.60562,-48.36737
MAUA,3529401,352940,GVE 7 SANTO ANDRE,HOSPITAL DE CLINICAS DR RADAMES NARDINI,"R. Reg. Feijó, 166 - Vila Bocaina, Mauá - SP, 09310-640",0,,1,(11) 2666-5400,-23.669.958.856.151.900,-4.644.858.621.991.370,-23.66995,-46.44858
MENDONCA,3529500,352950,GVE 29 SAO JOSE DO RIO PRETO,UBS BENEDICTA DO CARMO OLIVEIRA DONA DITA,"R. Angelo Petrolini, 350, Mendonça - SP, 15220-000",0,,0,(17) 3248-9550,-21.186.912.641.926.900,-49.578.975.102.203.500,-21.18691,-49.57897
MERIDIANO,3529609,352960,GVE 30 JALES,UBS DE MERIDIANO,"R. João de Setembro, Meridiano - SP, 15625-000",0,,0,(17) 3475-1144,-20.356.600.627.495.400,-5.017.509.837.749.340,-20.35660,-50.17509
MESOPOLIS,3529658,352965,GVE 30 JALES,UBS DE MESOPOLIS,"R. Direitos Humanos, 2164 - Centro, Mesópolis - SP, 15748-000",0,,0,-,-19.967.622.425.744.900,-5.062.257.291.518.390,-19.96762,-50.62257
MIGUELOPOLIS,3529708,352970,GVE 18 FRANCA,SANTA CASA DE MIGUELOPOLIS,"R. José Jacobe Daur, s/n - Centro, Miguelópolis - SP, 14530-000",0,,1,(16) 3835-6700,"-2.018.303.539.944.910,00",-4.802.752.731.332.960,-20.18303,-48.02752
MINEIROS DO TIETE,3529807,352980,GVE 15 BAURU,PRONTO ATENDIMENTO MUNICIPAL DE MINEIROS DO TIETE,"R. Sub Delegado Ferrinho, 535 - Centro, Mineiros do Tietê - SP, 17320-037",0,,1,(14)3646-1217,-22.411.870.331.033.800,-484.472.316.979.843,-22.41187,-48.44723
MIRA ESTRELA,3530003,353000,GVE 30 JALES,UBS DE MIRA ESTRELA,"Praça Benedito Castrequini, 472 - Centro, Mira Estrela - SP, 15580-000",0,,0,(17) 3846-1219,-19.979.240.503.643.000,-5.013.737.468.262.400,-19.97924,-50.13737
MIRACATU,3529906,352990,GVE 23 REGISTRO,PRONTO ATENDIMENTO MIYOJI KAYO,"AV. DONA EVARISTA DE CASTRO FERREIRA, 77 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3847-7010,-2.428.583.672.990.060,-4.745.768.352.867.490,-24.28583,-47.45768
MIRANDOPOLIS,3530102,353010,GVE 11 ARACATUBA,HOSP. EST. DR. OSWALDO BRANADI FARIA - MIRANDÓPOLIS,"AV. DR. RAUL DA CUNHA BUENO, 585",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3701-1611,-21.124.814.960.850.400,-51.102.375.975.221.500,-21.12481,-51.10237
MIRANTE DO PARANAPANEMA,3530201,353020,GVE 22 PRESIDENTE VENCESLAU,PRONTO ATENDIMENTO MUNICIPAL,"AV. ZIL BRASIL, 320",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3991-1292,"-2.228.507.335.047.160,00",-51.906.043.182.638.900,-22.28507,-51.90604
MIRASSOL,3530300,353030,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL E MATERNIDADE MAE DO DIVINO AMOR,"R. Rui Barbosa, 2019 - Centro, Mirassol - SP, 15130-000",0,,1,(17) 3253-9830,-20.815.148.557.032.400,-49.511.491.240.311.600,-20.81514,-49.51149
